 CODIGO ; NOMBRE RECETA ;; INGREDIENTES ; PROVEEDOR ; CANT ; Unid ; C.U. ; Total x 100 ; C x P ;TIPO INGREDIENTE;TIPO DE RECETA
; AF-Camarones grillados sobre fetuchini de atun ;; aceite de oliva ; Arasil ; 0,400 ; lt ; 5.782 ; 2.313 ; 24 ;Abarrotes;ENTRADA
; AF-Camarones grillados sobre fetuchini de atun ;; Palta hass ; Palta royal ; 1,800 ; kg ; 4.000 ; 7.200 ; 72 ;Frutas/Verduras;ENTRADA
; AF-Camarones grillados sobre fetuchini de atun ;; Limon sutil ; Fruton ; 1,500 ; kg ; 2.490 ; 3.735 ; 38 ;Frutas/Verduras;ENTRADA
; AF-Camarones grillados sobre fetuchini de atun ;; rabanito ; Comercial Valencia ; 0,450 ; kg ; 1.390 ; 626 ; 7 ;Frutas/Verduras;ENTRADA
; AF-Camarones grillados sobre fetuchini de atun-camaron grillado ;; Camarón 36/40 ; Southwind ; 1,300 ; kg ; 7.700 ; 10.010 ; 101 ;Mariscos/Pescados;ENTRADA
; AF-Camarones grillados sobre fetuchini de atun-camaron grillado ;; Aceite de oliva ; Arasil ; 0,200 ; lt ; 5.782 ; 1.156 ; 12 ;Abarrotes;ENTRADA
; AF-Camarones grillados sobre fetuchini de atun-camaron grillado ;; ajo ; Comercial Valencia ; 1,000 ; c/u ; 450 ; 450 ; 5 ;Frutas/Verduras;ENTRADA
; AF-Camarones grillados sobre fetuchini de atun-camaron grillado ;; Aji amarillo ; Fruton ; 0,300 ; kg ; 4.900 ; 1.470 ; 15 ;Abarrotes;ENTRADA
; AF-Camarones grillados sobre fetuchini de atun-camaron grillado ;; Aceite de sésamo ; Fruton ; 1,000 ; lt ; 18.225 ; 18.225 ; 183 ;Abarrotes;ENTRADA
; AF-Camarones grillados sobre fetuchini de atun-salsa ponzu ;; soya ; Delicias y mas SpA ; 0,400 ; lt ; 2.645 ; 1.058 ; 11 ;Abarrotes;ENTRADA
; AF-Camarones grillados sobre fetuchini de atun-salsa ponzu ;; limón ; Fruton ; 0,200 ; kg ; 1.590 ; 318 ; 4 ;Frutas/Verduras;ENTRADA
; AF-Camarones grillados sobre fetuchini de atun-salsa ponzu ;; Ciboulette ; Fruton ; 1,000 ; c/u ; 165 ; 165 ; 2 ;Frutas/Verduras;ENTRADA
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; vinagre de arroz ; Centro Abasto ; 0,220 ; botella ; 2.990 ; 658 ; 7 ;Abarrotes;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; sake ; German García ; 0,140 ; c/u ; 2.628 ; 368 ; 4 ;Tragos;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; cilantro ; Fruton ; 0,030 ; kg ; 1.980 ; 59 ; 1 ;Frutas/Verduras;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; ají picomono ; Agromarket ; 0,020 ; kg ; 9.990 ; 200 ; 2 ;Frutas/Verduras;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; semillas de cilantro ; Fruton ; 0,070 ; kg ; 7.060 ; 494 ; 5 ;Abarrotes;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; Jengibre fresco ; Fruton ; 0,015 ; kg ; 2.980 ; 45 ; 1 ;Frutas/Verduras;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; limón ; Fruton ; 0,300 ; kg ; 1.590 ; 477 ; 5 ;Frutas/Verduras;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; aceite de sésamo ; Fruton ; 0,030 ; lt ; 18.225 ; 547 ; 6 ;Abarrotes;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; semillas de cilantro ; Fruton ; 0,010 ; kg ; 7.060 ; 71 ; 1 ;Abarrotes;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; vinagre de arroz ; Centro Abasto ; 0,100 ; botella ; 2.990 ; 299 ; 3 ;Abarrotes;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; sésamo blanco ; MIGUEL FARIAS ; 0,050 ; kg ; 6.000 ; 300 ; 3 ;Abarrotes;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; Jengibre marinado ; Delicias y mas SpA ; 0,300 ; frasco ; 6.250 ; 1.875 ; 19 ;Abarrotes;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; Azúcar ; Delicias y mas SpA ; 0,003 ; kg ; 1.300 ; 4 ; 1 ;Abarrotes;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; agua ; Bodega ; -   ; lt ; -   ; -   ; -   ;Abarrotes;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; maní ; Delicias y mas SpA ; 0,050 ; kg ; 2.793 ; 140 ; 2 ;Abarrotes;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; Camarón 36/40 ; Southwind ; 2,000 ; kg ; 7.700 ; 15.400 ; 154 ;Mariscos/Pescados;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; manzana verde ; Fruton ; 1,000 ; kg ; 890 ; 890 ; 9 ;Frutas/Verduras;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; Pepino ensalada ; Comercial Valencia ; 1,000 ; c/u ; 790 ; 790 ; 8 ;Frutas/Verduras;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; cebollín ; Fruton ; 1,000 ; atado ; 1.890 ; 1.890 ; 19 ;Frutas/Verduras;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; Diente de dragón ; Fruton ; 0,700 ; kg ; 1.690 ; 1.183 ; 12 ;Frutas/Verduras;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; nabo ; Fruton ; 0,200 ; unid ; 2.790 ; 558 ; 6 ;Frutas/Verduras;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; Jengibre fresco ; Fruton ; 0,100 ; kg ; 2.980 ; 298 ; 3 ;Frutas/Verduras;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; vermicelli ; Delicias y mas SpA ; 0,500 ; kg ; 2.000 ; 1.000 ; 10 ;Abarrotes;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; menta ; Fruton ; 0,100 ; kg ; 3.980 ; 398 ; 4 ;Frutas/Verduras;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; Maní ; Delicias y mas SpA ; 0,250 ; kg ; 2.793 ; 698 ; 7 ;Abarrotes;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; Sésamo blanco ; MIGUEL FARIAS ; 0,160 ; kg ; 6.000 ; 960 ; 10 ;Abarrotes;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; Jengibre fresco ; Fruton ; 0,032 ; kg ; 2.980 ; 95 ; 1 ;Frutas/Verduras;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; ajo ; Comercial Valencia ; 0,500 ; c/u ; 450 ; 225 ; 3 ;Frutas/Verduras;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; ají picomono ; Agromarket ; 0,050 ; kg ; 9.990 ; 500 ; 5 ;Frutas/Verduras;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; Canela en polvo ; A Y R ; 0,030 ; kg ; 5.500 ; 165 ; 2 ;Abarrotes;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; aceite de sésamo ; Fruton ; 0,100 ; lt ; 18.225 ; 1.823 ; 19 ;Abarrotes;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; Azúcar ; Delicias y mas SpA ; 0,070 ; kg ; 1.300 ; 91 ; 1 ;Abarrotes;APERITIVO FRIO
 AF10 ; AF-CAMARONES THAI CON SALSA DE MANI Y JENGIBRE SOBRE ENSALADA THAI ;; soya ; Delicias y mas SpA ; 0,400 ; lt ; 2.645 ; 1.058 ; 11 ;Abarrotes;APERITIVO FRIO
; AF-camembert maduro con uvas frescasm miel de romero y berros ;; Uva rosada ; Fruton ; 1,400 ; kg ; 3.500 ; 4.900 ; 49 ;Frutas/Verduras;APERITIVO FRIO
; AF-camembert maduro con uvas frescasm miel de romero y berros ;; Aceite de oliva ; Arasil ; 0,100 ; lt ; 5.782 ; 578 ; 6 ;Abarrotes;APERITIVO FRIO
; AF-camembert maduro con uvas frescasm miel de romero y berros ;; Estragón ; Fruton ; 0,005 ; kg ; 35.666 ; 178 ; 2 ;Frutas/Verduras;APERITIVO FRIO
; AF-camembert maduro con uvas frescasm miel de romero y berros ;; Queso camembert ; Quillayes ; 1,300 ; kg ; 9.902 ; 12.873 ; 129 ;Lácteos;APERITIVO FRIO
; AF-camembert maduro con uvas frescasm miel de romero y berros ;; azúcar ; Delicias y mas SpA ; 1,000 ; kg ; 1.300 ; 1.300 ; 13 ;Abarrotes;APERITIVO FRIO
; AF-camembert maduro con uvas frescasm miel de romero y berros ;; romero ; Agromarket ; 0,200 ; atado ; 495 ; 99 ; 1 ;Abarrotes;APERITIVO FRIO
; AF-camembert maduro con uvas frescasm miel de romero y berros ;; miel ; Fruton ; 1,000 ; kg ; 3.980 ; 3.980 ; 40 ;Abarrotes;APERITIVO FRIO
; AF-Canasto de masa filo con pomelo y camarones ;; Masa filo ; Gastón Castillo ; 0,800 ; kg ; 6.400 ; 5.120 ; 52 ;Masas;APERITIVO FRIO
; AF-Canasto de masa filo con pomelo y camarones ;; Mantequilla ; Cabezas y cia ; 0,250 ; kg ; 8.391 ; 2.098 ; 21 ;Lácteos;APERITIVO FRIO
; AF-Canasto de masa filo con pomelo y camarones ;; Aceite ; Fruton ; 0,080 ; lt ; 3.450 ; 276 ; 3 ;Abarrotes;APERITIVO FRIO
; AF-Canasto de masa filo con pomelo y camarones ;; Camarón 100/200 ; Southwind ; 1,200 ; kg ; 5.300 ; 6.360 ; 64 ;Mariscos/Pescados;APERITIVO FRIO
; AF-Canasto de masa filo con pomelo y camarones ;; Pomelo ; Comercial Valencia ; 1,500 ; kg ; 2.490 ; 3.735 ; 38 ;Frutas/Verduras;APERITIVO FRIO
; AF-Canasto de masa filo con pomelo y camarones ;; Ciboulette ; Fruton ; 0,800 ; c/u ; 165 ; 132 ; 2 ;Frutas/Verduras;APERITIVO FRIO
; AF-Canasto de masa filo con pomelo y camarones ;; Mayonesa hellmanns  ; MIGUEL FARIAS ; 0,200 ; kg ; 3.650 ; 730 ; 8 ;Abarrotes;APERITIVO FRIO
; AF-Carpaccio de filete con salsa de cilantro ( 10 platos ) ;; churrasco de filete carpaccio ; Pallet Steak ; 1,500 ; kg ; 11.950 ; 17.925 ; 180 ;Carnes;APERITIVO FRIO
; AF-Carpaccio de filete con salsa de cilantro ( 10 platos ) ;; Limón ; Fruton ; 0,250 ; kg ; 1.590 ; 398 ; 4 ;Frutas/Verduras;APERITIVO FRIO
; AF-Carpaccio de filete con salsa de cilantro ( 10 platos ) ;; Alcaparras ; Delicias y mas SpA ; 0,070 ; frasco ; 7.890 ; 552 ; 6 ;Abarrotes;APERITIVO FRIO
; AF-Carpaccio de filete con salsa de cilantro ( 10 platos ) ;; Queso parmesano en trozo ; Don Jaime ; 0,300 ; kg ; 12.524 ; 3.757 ; 38 ;Lácteos;APERITIVO FRIO
; AF-Carpaccio de filete con salsa de cilantro ( 10 platos ) ;; Mayonesa hellmanns  ; MIGUEL FARIAS ; 0,400 ; kg ; 3.650 ; 1.460 ; 15 ;Abarrotes;APERITIVO FRIO
; AF-Carpaccio de filete con salsa de cilantro ( 10 platos ) ;; Perejil ; Comercial Valencia ; 0,150 ; kg ; 1.980 ; 297 ; 3 ;Frutas/Verduras;APERITIVO FRIO
; AF-Carpaccio de filete con salsa de cilantro ( 10 platos ) ;; Yoghurt ; Delicias y mas SpA ; 0,100 ; lt ; 3.015 ; 302 ; 4 ;Lácteos;APERITIVO FRIO
; AF-Carpaccio de filete con salsa de cilantro ( 10 platos ) ;; Pan guagua ; MIGUEL FARIAS ; 1,890 ; kg ; 4.980 ; 9.412 ; 95 ;Pan;APERITIVO FRIO
; AF-Carpaccio de filete con salsa de cilantro ( 10 platos ) ;; Mantequilla ; Cabezas y cia ; 0,100 ; kg ; 8.391 ; 839 ; 9 ;Lácteos;APERITIVO FRIO
; AF-Carpaccio de filete con salsa de cilantro ( 10 platos ) ;; Aceite de oliva ; Arasil ; 0,200 ; lt ; 5.782 ; 1.156 ; 12 ;Abarrotes;APERITIVO FRIO
; AF-Carpaccio de filete con salsa de cilantro ( 10 platos ) ;; Orégano ; Fruton ; 0,015 ; kg ; 3.900 ; 59 ; 1 ;Abarrotes;APERITIVO FRIO
; AF-Champiñones rellenos con guacamole y centolla ;; Champiñon granel chico ; Protier ; 1,200 ; kg ; 6.500 ; 7.800 ; 78 ;Frutas/Verduras;APERITIVO FRIO
; AF-Champiñones rellenos con guacamole y centolla ;; Aceite ; Fruton ; 0,200 ; lt ; 3.450 ; 690 ; 7 ;Abarrotes;APERITIVO FRIO
; AF-Champiñones rellenos con guacamole y centolla ;; Aceite de oliva ; Arasil ; 0,200 ; lt ; 5.782 ; 1.156 ; 12 ;Abarrotes;APERITIVO FRIO
; AF-Champiñones rellenos con guacamole y centolla ;; Tomillo fresco ; Fruton ; 0,500 ; atado ; 1.390 ; 695 ; 7 ;Abarrotes;APERITIVO FRIO
; AF-Champiñones rellenos con guacamole y centolla ;; Centolla ensalada ; Granja Marina ; 0,700 ; kg ; 43.000 ; 30.100 ; 301 ;Mariscos/Pescados;APERITIVO FRIO
; AF-Champiñones rellenos con guacamole y centolla ;; Palta hass ; Palta royal ; 1,000 ; kg ; 4.000 ; 4.000 ; 40 ;Frutas/Verduras;APERITIVO FRIO
; AF-Champiñones rellenos con guacamole y centolla ;; Tomate ; Fruton ; 1,000 ; kg ; 1.490 ; 1.490 ; 15 ;Frutas/Verduras;APERITIVO FRIO
; AF-Champiñones rellenos con guacamole y centolla ;; Ciboulette ; Fruton ; 1,000 ; c/u ; 165 ; 165 ; 2 ;Frutas/Verduras;APERITIVO FRIO
; AF-Champiñones rellenos con guacamole y centolla ;; Limón ; Fruton ; 0,250 ; kg ; 1.590 ; 398 ; 4 ;Frutas/Verduras;APERITIVO FRIO
; AF-Champiñones rellenos con guacamole y centolla ;; Mayonesa hellmanns  ; MIGUEL FARIAS ; 0,200 ; kg ; 3.650 ; 730 ; 8 ;Abarrotes;APERITIVO FRIO
; AF-Champiñones rellenos con guacamole y centolla ;; Tenedores de madera ; cambiar ; 100,000 ; c/u ; 9 ; 900 ; 9 ;Abarrotes;APERITIVO FRIO
 BXNC ; AF-CHORIZO CRIOLLO CON ACEITUNAS OLIVA Y TOMILLO ;; Aceitunas de azapa ; Fruton ; 1,500 ; kg ; 3.690 ; 5.535 ; 56 ;Abarrotes;APERITIVO FRIO
 BXNC ; AF-CHORIZO CRIOLLO CON ACEITUNAS OLIVA Y TOMILLO ;; Chorizo escudero ; Comercial Chau ; 2,000 ; kg ; 3.885 ; 7.770 ; 78 ;Carnes;APERITIVO FRIO
 BXNC ; AF-CHORIZO CRIOLLO CON ACEITUNAS OLIVA Y TOMILLO ;; Aceite de oliva ; Arasil ; 0,300 ; lt ; 5.782 ; 1.735 ; 18 ;Abarrotes;APERITIVO FRIO
 BXNC ; AF-CHORIZO CRIOLLO CON ACEITUNAS OLIVA Y TOMILLO ;; Tomillo fresco ; Fruton ; 0,010 ; atado ; 1.390 ; 14 ; 1 ;Abarrotes;APERITIVO FRIO
 BXNC ; AF-CHORIZO CRIOLLO CON ACEITUNAS OLIVA Y TOMILLO ;; Pan Baguette ; Deli Meals ; 3,000 ; c/u ; 924 ; 2.772 ; 28 ;Pan;APERITIVO FRIO
; AF-Confit de pato sobre camote ;; Camote amarillo ; Fruton ; 0,600 ; kg ; 690 ; 414 ; 5 ;Frutas/Verduras;APERITIVO FRIO
; AF-Confit de pato sobre camote ;; Paté de ternera ; Cencosud Retail ; 0,300 ; kg ; -   ; -   ; -   ;Carnes;APERITIVO FRIO
; AF-Confit de pato sobre camote ;; Pechuga de pato deshuesada ; Granja Marina ; 1,000 ; kg ; 28.500 ; 28.500 ; 285 ;Carnes;APERITIVO FRIO
 AF14 ; AF-Congrio confitado ;; Congrio dorado filete ; Granja Marina ; 6,000 ; kg ; 11.400 ; 68.400 ; 684 ;Mariscos/Pescados;MINI PLATO
 AF14 ; AF-Congrio confitado ;; Aceite ; Fruton ; 1,000 ; lt ; 3.450 ; 3.450 ; 35 ;Abarrotes;MINI PLATO
 AF14 ; AF-Congrio confitado ;; Aceite de oliva ; Arasil ; 1,000 ; lt ; 5.782 ; 5.782 ; 58 ;Abarrotes;MINI PLATO
 AF14 ; AF-Congrio confitado ;; Vino blanco en caja 2 lt ; CCU ; 0,225 ; caja ; 1.303 ; 293 ; 3 ;Vinos;MINI PLATO
 AF14 ; AF-Congrio confitado ;; Tomillo fresco ; Fruton ; 2,000 ; atado ; 1.390 ; 2.780 ; 28 ;Abarrotes;MINI PLATO
 AF14 ; AF-Congrio confitado ;; ajo ; Comercial Valencia ; 2,000 ; c/u ; 450 ; 900 ; 9 ;Frutas/Verduras;MINI PLATO
 AF14 ; AF-Congrio confitado ;; Berros ; Comercial Johnson ; 0,500 ; kg ; 10.490 ; 5.245 ; 53 ;Frutas/Verduras;MINI PLATO
 AF14 ; AF-Congrio confitado ;; Aceite de oliva ; Arasil ; 0,075 ; lt ; 5.782 ; 434 ; 5 ;Abarrotes;MINI PLATO
 AF14 ; AF-Congrio confitado-ensalada de pepino y tomate ;; Pepino ensalada ; Comercial Valencia ; 20,000 ; c/u ; 790 ; 15.800 ; 158 ;Frutas/Verduras;MINI PLATO
 AF14 ; AF-Congrio confitado-ensalada de pepino y tomate ;; Tomate cherry ; Fruton ; 2,800 ; kg ; 1.980 ; 5.544 ; 56 ;Frutas/Verduras;MINI PLATO
 AF14 ; AF-Congrio confitado-ensalada de pepino y tomate ;; Aceite de oliva ; Arasil ; 0,300 ; lt ; 5.782 ; 1.735 ; 18 ;Abarrotes;MINI PLATO
 AF14 ; AF-Congrio confitado-ensalada de pepino y tomate ;; Vinagre balsámico ; A Y R ; 0,200 ; botella ; 2.000 ; 400 ; 4 ;Abarrotes;MINI PLATO
; AF-CONITO DE MASA FILO ;; Conito de masa filo ; Gastón Castillo ; 105,000 ; c/u ; 230 ; 24.150 ; 242 ;Otras Comidas;APERITIVO FRIO
 AF05C ; AF-CONITO DE MASA FILO ;; Conito de masa filo ; Gastón Castillo ; 105,000 ; c/u ; 230 ; 24.150 ; 242 ;Otras Comidas;APERITIVO FRIO
 AF05C ; AF-Conito de masa filo con tomates, aceitunas, albahaca y queso cabra ;; Tomate ; Fruton ; 1,000 ; kg ; 1.490 ; 1.490 ; 15 ;Frutas/Verduras;APERITIVO FRIO
 AF05C ; AF-Conito de masa filo con tomates, aceitunas, albahaca y queso cabra ;; Aceite de oliva ; Arasil ; 0,200 ; lt ; 5.782 ; 1.156 ; 12 ;Abarrotes;APERITIVO FRIO
 AF05C ; AF-Conito de masa filo con tomates, aceitunas, albahaca y queso cabra ;; Aceitunas moradas ; Fruton ; 0,250 ; kg ; 5.200 ; 1.300 ; 13 ;Abarrotes;APERITIVO FRIO
 AF05C ; AF-Conito de masa filo con tomates, aceitunas, albahaca y queso cabra ;; Albahaca fresca ; Fruton ; 0,100 ; kg ; 4.980 ; 498 ; 5 ;Frutas/Verduras;APERITIVO FRIO
 AF05C ; AF-Conito de masa filo con tomates, aceitunas, albahaca y queso cabra ;; queso de cabra ; artisan ; 0,700 ; kg ; 17.444 ; 12.211 ; 123 ;Lácteos;APERITIVO FRIO
 AF05C ; AF-Conito de masa filo con tomates, aceitunas, albahaca y queso cabra ;; Aceite ; Fruton ; 0,100 ; lt ; 3.450 ; 345 ; 4 ;Abarrotes;APERITIVO FRIO
 5 ; AF-CONITO DE MASA FILO MEDIANO ;; conito de masa filo mediano ; Gastón Castillo ; 140,000 ; c/u ; 230 ; 32.200 ; 322 ;Otras Comidas;APERITIVO FRIO
 AF05D ; AF-Conitos de masa filo rellenos con atun y paltas ;; Conito de masa filo ; Gastón Castillo ; 105,000 ; c/u ; 230 ; 24.150 ; 242 ;Otras Comidas;APERITIVO FRIO
 AF05D ; AF-Conitos de masa filo rellenos con atun y paltas ;; Atún congelado en loins ; Cerro Pacifico ; 0,700 ; kg ; 7.900 ; 5.530 ; 56 ;Mariscos/Pescados;APERITIVO FRIO
 AF05D ; AF-Conitos de masa filo rellenos con atun y paltas ;; Palta hass ; Palta royal ; 1,000 ; kg ; 4.000 ; 4.000 ; 40 ;Frutas/Verduras;APERITIVO FRIO
 AF05D ; AF-Conitos de masa filo rellenos con atun y paltas ;; Jengibre fresco ; Fruton ; 0,020 ; kg ; 2.980 ; 60 ; 1 ;Frutas/Verduras;APERITIVO FRIO
 AF05D ; AF-Conitos de masa filo rellenos con atun y paltas ;; wasabi ; Delicias y mas SpA ; 0,040 ; sobre ; 6.169 ; 247 ; 3 ;Abarrotes;APERITIVO FRIO
 AF05D ; AF-Conitos de masa filo rellenos con atun y paltas ;; Soya ; Delicias y mas SpA ; 0,200 ; lt ; 2.645 ; 529 ; 6 ;Abarrotes;APERITIVO FRIO
 AF05D ; AF-Conitos de masa filo rellenos con atun y paltas ;; Aceite ; Fruton ; 0,100 ; lt ; 3.450 ; 345 ; 4 ;Abarrotes;APERITIVO FRIO
 AF05D ; AF-Conitos de masa filo rellenos con atun y paltas-Brotes de alfalfa ;; Brote de alfalfa ; Fruton ; 0,100 ; kg ; 7.934 ; 793 ; 8 ;Frutas/Verduras;APERITIVO FRIO
; AF-Conitos de masa filo rellenos con camaron y mandarinas ;; Camarón 100/200 ; Southwind ; 1,400 ; kg ; 5.300 ; 7.420 ; 75 ;Mariscos/Pescados;APERITIVO FRIO
; AF-Conitos de masa filo rellenos con camaron y mandarinas ;; Mandarina ; Fruton ; 1,200 ; kg ; 1.790 ; 2.148 ; 22 ;Frutas/Verduras;APERITIVO FRIO
; AF-Conitos de masa filo rellenos con camaron y mandarinas ;; Mayonesa hellmanns  ; MIGUEL FARIAS ; 0,250 ; kg ; 3.650 ; 913 ; 10 ;Abarrotes;APERITIVO FRIO
; AF-Conitos de masa filo rellenos con camaron y mandarinas ;; ciboulette ; Fruton ; 2,000 ; c/u ; 165 ; 330 ; 4 ;Frutas/Verduras;APERITIVO FRIO
; AF-Conitos de masa filo rellenos con camaron y mandarinas ;; masa filo ; Gastón Castillo ; 0,600 ; kg ; 6.400 ; 3.840 ; 39 ;Masas;APERITIVO FRIO
; AF-Conitos de masa filo rellenos con camaron y mandarinas ;; Mantequilla ; Cabezas y cia ; 0,300 ; kg ; 8.391 ; 2.517 ; 26 ;Lácteos;APERITIVO FRIO
; AF-Conitos de masa filo rellenos con camaron y mandarinas ;; aceite ; Fruton ; 0,100 ; lt ; 3.450 ; 345 ; 4 ;Abarrotes;APERITIVO FRIO
; AF-Conitos de masa filo rellenos con camaron y mandarinas ;; Papel mantequilla ; cambiar ; 1,000 ; pliego ; 79 ; 79 ; 1 ;Abarrotes;APERITIVO FRIO
 AF05B ; AF-Conitos de masa filo rellenos con camaron y pomelo ;; Conito de masa filo ; Gastón Castillo ; 105,000 ; c/u ; 230 ; 24.150 ; 242 ;Otras Comidas;APERITIVO FRIO
 AF05B ; AF-Conitos de masa filo rellenos con camaron y pomelo ;; Camarón 100/200 ; Southwind ; 1,400 ; kg ; 5.300 ; 7.420 ; 75 ;Mariscos/Pescados;APERITIVO FRIO
 AF05B ; AF-Conitos de masa filo rellenos con camaron y pomelo ;; pomelo ; Comercial Valencia ; 1,200 ; kg ; 2.490 ; 2.988 ; 30 ;Frutas/Verduras;APERITIVO FRIO
 AF05B ; AF-Conitos de masa filo rellenos con camaron y pomelo ;; Mayonesa hellmanns  ; MIGUEL FARIAS ; 0,250 ; kg ; 3.650 ; 913 ; 10 ;Abarrotes;APERITIVO FRIO
 AF05B ; AF-Conitos de masa filo rellenos con camaron y pomelo ;; ciboulette ; Fruton ; 2,000 ; c/u ; 165 ; 330 ; 4 ;Frutas/Verduras;APERITIVO FRIO
 AF05B ; AF-Conitos de masa filo rellenos con camaron y pomelo ;; Aceite ; Fruton ; 0,100 ; lt ; 3.450 ; 345 ; 4 ;Abarrotes;APERITIVO FRIO
 AF05E ; AF-Conitos de masa filo rellenos con hummus tahine ;; Aceite ; Fruton ; 0,100 ; lt ; 3.450 ; 345 ; 4 ;Abarrotes;APERITIVO FRIO
 AF05E ; AF-Conitos de masa filo rellenos con hummus tahine ;; Garbanzos ; Fruton ; 1,000 ; kg ; 2.490 ; 2.490 ; 25 ;Abarrotes;APERITIVO FRIO
 AF05E ; AF-Conitos de masa filo rellenos con hummus tahine ;; Tahine ; cambiar ; 0,150 ; frasco ; 6.448 ; 967 ; 10 ;Otras Comidas;APERITIVO FRIO
 AF05E ; AF-Conitos de masa filo rellenos con hummus tahine ;; Conito de masa filo ; Gastón Castillo ; 105,000 ; c/u ; 230 ; 24.150 ; 242 ;Otras Comidas;APERITIVO FRIO
 AF05E ; AF-Conitos de masa filo rellenos con hummus tahine ;; limón ; Fruton ; 1,000 ; kg ; 1.590 ; 1.590 ; 16 ;Frutas/Verduras;APERITIVO FRIO
 AF05E ; AF-Conitos de masa filo rellenos con hummus tahine ;; Aceite de oliva ; Arasil ; 0,100 ; lt ; 5.782 ; 578 ; 6 ;Abarrotes;APERITIVO FRIO
